Linear Regressor,Decision Tree,Random Forest,Lasso,Ridge,Ridge Opti,ElasticNet,XGB Regressor,XGB Regressor Opti
0.0009963512420654297,0.001001119613647461,0.08188295364379883,0.000997781753540039,0.0009982585906982422,0.0009980201721191406,0.0009970664978027344,0.005983829498291016,0.0917215347290039
