Linear Regressor,Decision Tree,Random Forest,Lasso,Ridge,Ridge Opti,ElasticNet,XGB Regressor,XGB Opti
0.9004463511786622,1.0,0.975197895060951,0.5923236533891392,0.8230432278438149,0.8495812491127208,0.7562457297734971,0.9861179043228562,0.9999771189984769
0.7716744896107172,0.0818255468539022,0.4280741020793941,0.45522776702825674,0.7114081853507612,0.7109914912362685,0.6994686615538732,0.5422340292387847,0.5062582967351279
